#FIBER POSITIONER NUMTARTET OBJTYPE TARGETID DESITARGET0 RA DEC XFOCAL_DESIGN YFOCAL_DESIGN
390 391 6 ELG 3455 256 1.253795 0.602107 308.289529 181.484511
391 392 6 STDSTAR 3096 256 1.447691 0.511191 313.750806 169.736107
392 393 7 LRG 9070 256 0.116557 0.014419 305.648178 187.553526
393 394 4 ELG 9523 256 0.025297 0.296823 343.328573 64.721481
394 395 8 LRG 7124 256 0.267012 0.989401 315.028304 154.896290
395 396 3 STDSTAR 7682 256 0.765106 0.603859 290.238924 193.777789
396 397 9 QSO 709 256 1.139425 0.285795 324.004203 147.030953
397 398 4 OTHER 1357 256 0.051437 0.935445 349.543236 38.310604
398 399 4 GAL 8966 256 1.117409 0.379903 291.959361 206.065925
399 400 7 STDSTAR 6045 256 0.280705 0.477728 337.258394 97.152692
400 401 9 ELG 680 256 1.383476 1.166965 321.363379 137.535926
401 402 3 ELG 14045 256 0.821775 1.117578 329.419321 136.288441
402 403 6 QSO 325 256 1.600621 0.430827 356.701507 57.172401
403 404 9 ELG 1131 256 0.640486 0.406257 357.211669 16.854100
404 405 7 GAL 1744 256 1.184860 1.044123 342.307421 89.234851
405 406 5 GAL 7598 256 1.170318 0.492654 335.654986 121.377090
406 407 2 QSO 4223 256 1.327441 1.031821 356.309899 35.022631
407 408 5 OTHER 9279 256 0.231352 1.165779 337.699883 114.721598
408 409 4 ELG 6547 256 0.823838 0.802560 347.585038 77.837779
409 410 4 ELG 2022 256 0.045926 0.385519 360.535563 53.385248
410 411 10 QSO 1227 256 1.272312 0.953264 311.336970 180.518797
411 412 9 QSO 2564 256 1.289990 0.864883 314.383244 181.777577
412 413 8 LRG 7381 256 0.735418 0.525909 316.153081 164.480193
413 414 5 STDSTAR 786 256 1.721300 0.912848 350.425356 108.326801
414 415 7 GAL 4182 256 0.490965 0.759494 304.334264 197.039332
415 416 5 GAL 9887 256 0.067274 1.183711 366.691376 1.394230
416 417 7 LRG 26 256 1.294591 1.088445 325.372560 159.133861
417 419 5 QSO 1335 256 0.012324 1.116191 361.207520 27.227004
418 420 4 STDSTAR 906 256 1.342390 1.065225 325.983521 152.050485
419 421 4 ELG 187 256 1.320221 0.893773 360.607400 64.725422
420 422 8 ELG 2577 256 0.892116 0.783712 362.437189 44.522918
421 423 5 QSO 927 256 0.278661 1.161178 353.098153 101.430586
422 424 5 QSO 2273 256 1.504847 0.061854 339.656284 143.732475
423 425 5 ELG 3340 256 1.779776 0.218492 347.201869 129.782524
424 426 4 GAL 10975 256 0.598043 0.418606 361.606488 57.996213
425 427 6 ELG 186 256 0.193970 0.132142 358.912859 87.246468
426 428 8 GAL 8147 256 0.865795 1.145356 368.811616 9.134913
427 429 4 STDSTAR 1534 256 0.383992 0.752444 343.182308 122.327835
428 430 4 GAL 1581 256 1.099926 1.019740 373.358429 34.105426
429 431 5 OTHER 2825 256 0.656784 0.138189 349.934375 117.998221
430 432 9 ELG 6756 256 0.511538 0.406271 368.294118 76.869171
431 433 4 GAL 801 256 0.155667 0.007224 363.132729 50.450343
432 435 4 ELG 2439 256 0.850173 0.015729 329.274946 174.469773
433 437 4 QSO 66 256 1.530041 0.426176 331.518580 166.521176
434 439 4 STDSTAR 4307 256 1.208589 0.634637 336.103370 159.906461
435 440 5 LRG 1032 256 0.468774 1.118530 361.176517 107.403644
436 442 6 GAL 2006 256 0.562772 0.026469 377.060148 7.233355
437 443 3 STDSTAR 4021 256 1.100365 0.551086 342.418085 147.343157
438 444 7 QSO 2542 256 1.613522 0.806346 370.779006 26.185099
439 445 2 ELG 7659 256 0.116923 0.771933 367.319569 73.321918
440 446 3 ELG 1455 256 1.059641 1.012788 346.306928 145.371941
441 447 4 ELG 9705 256 1.477842 0.275354 364.654603 97.016936
442 448 9 LRG 1440 256 1.167765 0.215520 374.512907 43.443121
443 449 6 QSO 2729 256 0.913585 0.348265 350.299055 128.894436
444 450 9 GAL 497 256 1.357243 0.935140 373.374443 65.308511
445 451 4 LRG 2055 256 0.376255 0.488896 364.219994 89.552203
446 452 5 STDSTAR 6710 256 1.606258 0.178465 354.764965 123.675035
447 453 4 GAL 2993 256 0.950986 0.782443 375.182992 16.235183
448 454 7 STDSTAR 799 256 0.130969 0.239589 378.173672 31.651210
449 455 10 STDSTAR 1319 256 1.469836 1.102251 362.035286 113.983959
450 456 3 GAL 4666 256 1.199755 0.079322 329.999615 191.831988
451 458 6 LRG 7772 256 0.168061 1.191184 337.875588 174.738977
452 460 8 OTHER 5172 256 1.241748 0.869785 377.689178 78.764149
453 461 1 GAL 11081 256 1.259783 0.518217 346.228153 166.616478
454 463 6 OTHER 1684 256 0.790029 0.525917 383.670041 48.661129
455 464 7 OTHER 6881 256 0.071182 0.197597 349.094223 154.070630
456 465 8 LRG 7837 256 1.120900 0.992984 364.781549 108.745406
457 466 4 STDSTAR 1558 256 0.863751 1.048479 355.535249 149.188996
458 467 7 QSO 3691 256 0.704853 1.111115 385.352689 1.124154
459 468 8 STDSTAR 5879 256 1.352580 0.083633 382.189768 28.681102
460 469 9 OTHER 382 256 0.045922 0.131913 353.157480 143.698981
461 470 7 OTHER 3908 256 0.375944 0.242297 381.999348 67.597380
462 471 6 GAL 652 256 0.762186 0.800402 375.430418 96.775387
463 472 3 OTHER 5278 256 1.129685 0.949559 383.209846 37.155078
464 473 5 GAL 2341 256 0.018693 0.602954 363.172761 137.791496
465 474 7 OTHER 6400 256 0.973537 0.964686 371.263115 124.312017
466 475 6 GAL 4318 256 0.869811 0.108648 379.183211 58.550029
467 476 4 LRG 11499 256 0.814175 0.699650 377.159697 86.596210
468 477 9 GAL 4079 256 1.627145 0.154198 393.503604 10.547364
469 479 4 STDSTAR 5673 256 0.187522 0.062432 339.766708 189.784886
470 481 3 QSO 1505 256 0.700189 0.251191 345.533749 173.993471
471 483 6 OTHER 1593 256 0.570930 0.841427 389.792851 28.862755
472 484 7 STDSTAR 2214 256 0.624467 0.397724 369.227980 114.851932
473 485 7 ELG 9863 256 1.007278 0.563399 348.631892 165.083392
474 487 4 GAL 7729 256 0.119055 0.523533 377.990851 77.573104
475 488 9 STDSTAR 10323 256 0.990246 0.437720 361.857378 156.669884
476 489 6 GAL 1098 256 1.057855 0.115977 392.307515 51.888847
477 490 0 SKY -1 256 -1.000000 100.000000 378.789730 104.651540
478 491 0 SKY -1 256 -1.000000 100.000000 363.356590 149.875040
479 492 6 STDSTAR 2029 256 1.138666 0.948408 393.047825 5.258732
480 493 6 OTHER 5090 256 0.017046 0.754264 364.218634 138.657368
481 494 4 ELG 2862 256 0.612310 0.710083 390.096764 26.018123
482 495 2 GAL 9795 256 0.950084 0.833785 390.521806 73.954725
483 496 4 QSO 1140 256 0.314297 0.541260 387.419351 98.921492
484 497 6 QSO 7733 256 0.087100 0.843443 369.201571 131.367584
485 498 4 QSO 8732 256 0.473743 0.712784 391.007877 43.426536
486 499 4 ELG 3800 256 0.228151 0.781241 375.132330 120.099428
487 500 2 LRG 13378 256 1.098874 0.678748 387.271668 82.732135
488 501 2 LRG 16312 256 1.376873 0.958558 394.368294 57.848605
489 502 2 GAL 24090 256 0.022968 0.473867 345.977175 191.376257
490 504 4 LRG 6386 256 0.670367 0.215835 353.696220 185.905967
491 506 1 ELG 15084 256 0.021923 0.348079 354.618241 181.037809
492 508 3 QSO 7738 256 1.431839 0.294987 397.587599 16.969347
493 509 5 ELG 806 256 1.553615 0.467192 362.178372 166.085552
494 511 4 STDSTAR 4139 256 1.354123 0.941037 382.091356 109.930466
495 512 1 STDSTAR 12913 256 0.519143 0.420354 395.017244 32.035032
496 513 3 OTHER 9540 256 0.704501 1.066849 364.850806 158.048664
497 514 3 QSO 15975 256 0.100073 0.408415 391.553765 81.242702
498 515 0 SKY -1 256 -1.000000 100.000000 374.095636 149.860278
499 516 0 SKY -1 256 -1.000000 100.000000 399.835837 50.371790
500 517 0 SKY -1 256 -1.000000 100.000000 389.639706 104.584903
501 518 0 SKY -1 256 -1.000000 100.000000 379.336172 140.793886
502 519 0 SKY -1 256 -1.000000 100.000000 405.065588 5.217758
503 520 0 SKY -1 256 -1.000000 100.000000 405.041099 23.296454
504 521 0 SKY -1 256 -1.000000 100.000000 399.975916 68.448417
505 522 0 SKY -1 256 -1.000000 100.000000 394.930017 95.520570
506 523 0 SKY -1 256 -1.000000 100.000000 384.585575 131.725245
507 524 0 SKY -1 256 -1.000000 100.000000 405.147057 41.318567
508 525 12 LRG 13 256 0.728711 0.696179 16.766244 18.596355
509 526 5 ELG 3855 256 0.931245 0.600421 15.881911 29.597737
510 527 2 GAL 6351 256 1.444446 0.779443 30.660396 23.637872
511 528 6 GAL 82 256 0.962017 0.786321 29.849686 40.774800
512 529 5 GAL 11995 256 1.720226 1.144373 35.569500 28.156126
513 530 4 STDSTAR 4172 256 1.233870 0.378501 21.747849 51.692019
514 531 5 STDSTAR 368 256 0.370084 0.435940 34.090375 40.837301
515 532 2 ELG 1250 256 1.639425 0.054346 42.354936 40.039563
516 533 8 OTHER 1516 256 1.778916 0.117221 23.792129 55.975717
517 534 5 STDSTAR 1873 256 0.830073 0.253270 30.583229 57.080007
518 535 5 STDSTAR 1511 256 1.480282 1.008615 48.826853 51.615170
519 536 7 GAL 951 256 0.195018 1.029278 52.568970 50.699886
520 537 5 OTHER 8183 256 1.340228 0.989058 34.296053 62.670493
521 538 4 LRG 7348 256 0.854726 0.703462 45.472873 62.758592
522 539 5 OTHER 3249 256 0.669380 0.132936 53.666260 54.069942
523 540 6 QSO 796 256 0.334523 0.041806 64.288083 55.058013
524 541 4 LRG 1248 256 0.152587 0.151897 35.369862 70.410634
525 542 8 QSO 2050 256 1.092753 0.285661 39.733050 66.141673
526 543 3 QSO 7498 256 1.299768 1.052795 48.991720 61.583095
527 544 5 QSO 332 256 1.317293 0.884454 64.119000 57.784371
528 545 6 STDSTAR 1561 256 1.794255 0.569261 41.989718 77.810030
529 546 6 LRG 2112 256 0.681221 0.925151 65.196877 57.642575
530 547 7 OTHER 1296 256 0.054001 0.964394 53.013530 75.121085
531 548 4 LRG 2828 256 0.648682 0.078590 56.186514 71.664786
532 549 4 STDSTAR 6894 256 0.200132 0.410604 63.981673 64.618848
533 550 8 ELG 1452 256 0.690065 0.126566 41.819256 92.403511
534 551 10 STDSTAR 29 256 1.341378 0.551971 45.080773 88.830315
535 552 10 QSO 1540 256 0.657473 0.827992 75.683939 65.776983
536 553 4 STDSTAR 1696 256 0.986274 1.037889 56.960367 81.593410
537 554 8 ELG 534 256 1.103120 0.475867 73.012891 79.757212
538 555 10 LRG 315 256 1.586014 0.610729 81.946502 70.984058
539 556 11 LRG 5785 256 0.903502 1.057060 46.421867 91.932198
540 557 5 OTHER 7639 256 1.280381 0.275539 42.843865 102.698285
541 558 7 ELG 2910 256 1.391017 1.173232 56.799029 89.280089
542 559 11 QSO 490 256 0.754902 0.052822 69.260918 90.041730
543 560 5 STDSTAR 1562 256 0.873006 0.672203 86.779807 72.522339
544 561 6 STDSTAR 7842 256 1.267700 0.534918 77.517298 86.429818
545 562 8 STDSTAR 1870 256 1.685086 0.474987 48.323262 113.038572
546 563 8 ELG 3672 256 0.702500 0.686192 87.200772 84.064273
547 564 2 QSO 11055 256 0.274929 0.982471 55.617532 103.133057
548 565 8 STDSTAR 3762 256 0.341311 0.826105 65.876423 99.165311
549 566 8 ELG 2484 256 1.236350 0.981913 80.777707 96.457376
550 567 4 STDSTAR 5252 256 0.786936 0.281379 97.966882 75.908679
551 568 8 STDSTAR 6416 256 1.164635 0.422932 82.514563 85.915734
552 569 8 LRG 610 256 0.987773 1.156073 52.445478 117.777622
553 570 10 OTHER 205 256 1.122033 0.062587 44.680508 120.921669
554 571 6 GAL 8251 256 0.212184 0.014780 68.034538 107.506106
555 572 9 STDSTAR 112 256 0.072631 0.122192 90.378677 85.307024
556 573 8 LRG 5284 256 1.278069 1.001211 70.851837 105.642851
557 574 9 QSO 509 256 0.196980 1.135409 85.927594 99.323848
558 575 6 GAL 740 256 0.998340 0.594134 101.920161 77.319068
559 576 6 GAL 938 256 0.221126 0.725869 91.660825 100.693648
560 577 3 LRG 7096 256 1.195277 0.783677 58.602149 124.900944
561 578 7 OTHER 4226 256 0.662534 0.898797 61.597609 121.829507
562 579 3 GAL 9786 256 0.899116 0.117354 74.014897 118.559309
563 580 7 GAL 6565 256 0.329303 0.263505 101.927917 96.974802
564 581 8 OTHER 1847 256 0.072360 0.739037 81.698886 114.330781
565 582 4 OTHER 655 256 1.457182 0.800482 92.749177 106.141810
566 583 6 QSO 1308 256 0.116035 0.350922 109.899815 89.518096
567 584 7 ELG 5323 256 1.028414 0.392822 98.399377 98.349370
568 585 2 GAL 5645 256 1.156373 0.809929 57.190813 131.722668
569 586 5 ELG 9978 256 1.307139 0.296335 53.820903 128.664781
570 587 5 LRG 2875 256 1.635183 0.353019 69.019312 129.226855
571 588 7 GAL 1659 256 1.056460 0.336290 77.877782 124.733009
572 589 12 GAL 49 256 0.078020 0.144744 114.420694 102.379075
573 590 1 QSO 4774 256 0.241597 1.062533 86.646537 117.809983
574 591 7 OTHER 3601 256 1.136226 0.565194 102.977039 110.204272
575 592 5 QSO 414 256 0.785610 0.702523 117.603514 95.397630
576 593 4 OTHER 12765 256 1.300859 0.699933 62.503775 139.967617
577 594 6 QSO 2887 256 1.271976 0.345809 68.809955 135.352071
578 595 5 LRG 2569 256 1.176478 0.005617 84.934825 134.343336
579 596 5 QSO 5043 256 0.354800 0.754252 115.718287 107.865301
580 597 6 OTHER 5343 256 0.329157 0.744863 91.381375 128.842508
581 598 7 LRG 9285 256 1.019919 0.508309 99.342639 120.576216
582 599 9 LRG 5987 256 0.705299 0.429694 121.929367 101.042858
583 600 6 ELG 3512 256 0.797389 0.954118 107.476662 124.015933
584 601 3 ELG 14153 256 0.039117 0.977490 64.003872 146.540014
585 602 4 LRG 2603 256 0.335372 0.333512 64.846160 154.242715
586 603 10 STDSTAR 2438 256 0.085580 0.015822 84.205889 143.584913
587 604 9 OTHER 1391 256 0.955447 0.586619 129.801487 98.966450
588 605 5 OTHER 14978 256 1.408944 0.967367 89.777517 137.002168
589 606 3 GAL 15949 256 1.220009 0.890230 117.337930 116.534079
590 607 9 QSO 3926 256 0.081302 0.678890 99.450193 134.174070
591 608 10 ELG 1841 256 0.184390 0.389408 111.955236 132.055713
592 609 4 GAL 520 256 0.734848 0.412694 127.295331 113.580814
593 610 4 ELG 17861 256 1.514140 1.019776 62.848895 156.709476
594 611 3 OTHER 5977 256 1.676327 0.825953 117.119201 121.598441
595 612 7 LRG 34 256 0.725801 0.134402 80.967853 154.987049
596 613 4 QSO 4309 256 0.036452 0.877714 56.226612 160.487913
597 614 7 QSO 3794 256 0.311211 0.815205 84.860890 143.993621
598 615 6 STDSTAR 676 256 0.465742 0.273410 141.174528 108.425833
599 616 5 ELG 15840 256 1.363094 1.052072 94.690738 144.556209
600 617 3 STDSTAR 9727 256 1.054424 0.544041 124.044701 117.743580
601 618 13 ELG 1430 256 1.268096 0.579273 111.609541 138.070997
602 619 9 ELG 3416 256 1.696550 0.929157 121.985745 136.241178
603 620 6 QSO 8676 256 0.159107 1.150686 133.660327 117.042040
604 621 4 QSO 9913 256 1.553871 1.192649 76.943041 167.446298
605 622 8 ELG 760 256 1.537627 0.518632 66.881534 164.339649
606 623 5 QSO 1735 256 1.119253 0.844000 90.111441 155.016104
607 624 9 GAL 4397 256 0.996260 0.908550 126.797627 127.091718
608 625 5 STDSTAR 3581 256 1.266716 0.756850 98.453827 153.777442
609 626 5 QSO 2119 256 1.584803 0.941559 104.306860 145.649878
610 627 5 STDSTAR 4110 256 0.338449 0.064243 143.098786 117.420397
611 628 6 STDSTAR 8029 256 1.787335 0.678573 137.538372 132.081564
612 629 10 STDSTAR 1736 256 0.038487 0.947755 116.775076 151.008431
613 630 5 ELG 5986 256 0.691513 0.159578 127.208606 141.167729
614 631 7 GAL 1464 256 1.508698 0.486344 71.177520 175.793960
615 632 5 OTHER 3037 256 0.319152 0.668671 86.913119 170.482871
616 633 4 STDSTAR 928 256 1.693990 0.101710 140.810240 123.903017
617 634 6 GAL 9830 256 1.481744 0.026324 69.192130 176.863304
618 635 4 STDSTAR 16996 256 1.329906 0.052159 93.931749 160.758673
619 636 8 STDSTAR 598 256 0.817183 0.809302 102.272559 157.981606
620 637 7 STDSTAR 1426 256 1.491335 0.921858 137.881999 133.640318
621 638 7 ELG 7533 256 0.831480 1.074151 118.434113 153.169887
622 639 4 GAL 1217 256 0.906159 1.133800 160.068104 118.036919
623 640 12 STDSTAR 1726 256 1.265971 0.558889 146.308123 134.000356
624 641 6 LRG 3483 256 0.033931 0.159720 120.088409 147.590264
625 642 6 ELG 3522 256 0.455011 0.981836 89.803034 182.125333
626 643 2 STDSTAR 2503 256 0.410413 0.638916 70.362391 183.070151
627 644 4 ELG 10935 256 1.471727 0.340843 127.627081 150.371429
628 645 7 STDSTAR 8658 256 0.783234 1.015115 97.298448 178.589357
629 646 5 ELG 871 256 1.487207 1.088818 108.598398 171.187668
630 647 3 OTHER 1839 256 0.366627 0.682739 149.138044 131.796386
631 648 9 GAL 5667 256 0.222730 0.975676 116.005901 165.384025
632 649 3 GAL 4099 256 1.578253 0.370460 145.259929 143.974153
633 650 6 ELG 618 256 0.197206 1.096180 119.583512 166.365306
634 651 6 OTHER 4770 256 0.698008 0.344390 167.049091 121.549229
635 652 3 LRG 2035 256 0.291635 1.108081 131.412949 164.183367
636 653 6 OTHER 1084 256 1.644598 1.063037 150.516609 141.153979
637 654 8 ELG 1489 256 1.142398 0.229530 79.196390 194.413616
638 655 7 ELG 2592 256 1.430077 0.634860 88.265879 184.440683
639 656 10 OTHER 2732 256 1.482187 1.121667 70.674142 193.797093
640 657 8 STDSTAR 8922 256 1.789904 0.347737 106.810255 184.877988
641 658 5 QSO 3216 256 1.490785 1.101010 137.505343 154.695661
642 659 7 QSO 648 256 0.512825 0.510172 113.856787 173.990437
643 660 2 STDSTAR 12159 256 1.408178 0.867571 165.411432 131.032518
644 661 4 LRG 5024 256 0.495692 0.635923 121.637938 177.215446
645 662 6 GAL 852 256 1.375698 0.044636 149.387700 146.382567
646 663 6 STDSTAR 8224 256 0.774539 1.175652 134.532566 173.178014
647 664 6 STDSTAR 1480 256 0.058560 0.172792 171.958517 129.567628
648 665 4 OTHER 5835 256 1.502052 0.277508 143.877545 166.298162
649 666 6 ELG 3934 256 0.124792 0.807375 160.760444 148.506017
650 667 7 ELG 1029 256 1.137333 0.431020 93.742419 193.575432
651 668 5 QSO 1339 256 0.936480 0.793498 79.304671 201.925309
652 669 6 LRG 11732 256 1.476628 1.169271 105.665394 190.012831
653 670 5 STDSTAR 9335 256 0.416488 0.329710 69.618737 208.209321
654 671 10 LRG 2546 256 0.388597 0.293766 108.328741 185.536221
655 672 8 GAL 2403 256 0.197859 0.408384 119.378118 182.766183
656 673 10 ELG 2173 256 0.337519 0.473950 146.929897 157.984813
657 674 4 GAL 11470 256 1.673944 0.972735 172.897971 138.307663
658 675 8 GAL 4520 256 1.642904 0.197126 125.949579 181.362248
659 676 7 LRG 533 256 0.539588 0.161989 163.253826 160.247915
660 677 7 GAL 2760 256 0.491683 0.658194 140.803765 175.387888
661 678 4 STDSTAR 11170 256 0.559093 0.947670 87.202817 205.478848
662 679 2 STDSTAR 10903 256 0.140941 0.053234 176.718388 131.971017
663 680 5 ELG 8675 256 1.638783 0.371679 104.971010 200.405357
664 681 6 OTHER 797 256 0.046149 1.172977 83.725569 212.066248
665 682 4 QSO 13858 256 1.246150 0.880652 151.256113 172.498571
666 683 10 OTHER 4471 256 0.824118 0.096834 113.897265 200.467441
667 684 5 OTHER 3788 256 1.071101 1.189345 164.310298 152.844608
668 685 2 ELG 1459 256 1.703708 0.429962 118.058781 193.907088
669 686 6 OTHER 7683 256 1.791188 0.911000 134.333436 187.615768
670 687 7 GAL 2631 256 0.045808 0.034353 162.760651 165.892505
671 688 13 OTHER 2107 256 0.526930 1.105203 138.734544 181.164904
672 689 6 ELG 15 256 0.592306 0.659175 177.018512 148.837005
673 690 6 LRG 3251 256 0.832772 0.940773 167.386838 161.263688
674 691 5 ELG 5106 256 0.719565 0.718266 150.420344 177.420135
675 692 7 ELG 1974 256 0.576906 0.463316 104.448746 213.041007
676 693 4 QSO 5448 256 0.780318 0.220270 86.972478 213.124759
677 694 8 QSO 4483 256 1.707181 0.423790 104.176830 211.388985
678 695 9 LRG 3995 256 0.872613 0.919699 81.202661 222.103745
679 696 6 OTHER 32 256 0.451380 0.181286 115.892561 207.265574
680 697 3 LRG 4842 256 1.162938 0.107436 186.570562 137.377905
681 698 4 GAL 13084 256 1.184822 0.892315 152.325956 177.219767
682 699 7 ELG 1067 256 0.112496 0.531693 126.705968 200.438924
683 700 10 ELG 3938 256 0.288679 0.091995 178.026488 153.095379
684 701 4 STDSTAR 118 256 1.343566 0.337712 142.708911 194.366368
685 702 3 OTHER 3485 256 1.420191 0.457538 164.935133 172.165594
686 703 6 LRG 9390 256 0.595649 0.838866 150.956304 194.081328
687 704 4 GAL 13885 256 1.616229 0.945396 186.596877 154.152796
688 705 7 GAL 1107 256 0.687659 1.153709 176.745040 173.859591
689 706 6 QSO 2509 256 1.356317 0.294182 159.675645 186.370465
690 707 10 OTHER 1045 256 0.619255 0.286466 93.817434 225.817835
691 708 6 STDSTAR 1678 256 0.704779 0.184082 103.715677 221.814119
692 709 9 OTHER 1730 256 0.225407 0.001099 93.825157 225.353638
693 710 3 LRG 3062 256 0.745250 0.127755 122.233049 217.370846
694 711 7 QSO 1238 256 0.105058 0.259581 122.775207 208.320033
695 712 7 OTHER 1747 256 0.131704 0.308759 194.182281 148.836504
696 713 1 ELG 22466 256 0.675300 0.739428 169.923004 179.880600
697 714 2 OTHER 8993 256 0.236490 0.375431 131.259603 203.179073
698 715 4 QSO 6412 256 0.105720 0.529248 188.016586 161.707009
699 716 1 GAL 5288 256 1.798127 0.689464 143.649308 206.348138
700 717 9 QSO 697 256 1.609671 1.038144 172.983323 180.498412
701 718 9 QSO 7057 256 1.221334 0.052651 158.707286 196.448663
702 719 10 STDSTAR 932 256 0.790427 1.102114 195.830188 155.277985
703 720 6 ELG 6879 256 0.833956 0.725469 103.401797 232.492431
704 721 7 GAL 512 256 0.595784 0.671528 92.180483 236.787160
705 722 10 OTHER 3864 256 1.368089 0.352259 118.203841 222.634059
706 723 4 STDSTAR 5352 256 1.135042 0.281625 87.511944 235.857577
707 724 6 STDSTAR 4584 256 0.304983 1.090877 169.923330 195.391261
708 725 9 LRG 2060 256 0.871236 0.810730 123.524244 224.014131
709 726 7 GAL 519 256 0.871533 0.219223 187.497422 170.010571
710 727 4 ELG 4791 256 1.297586 0.506578 139.070770 218.831626
711 728 2 QSO 20446 256 1.679020 0.035945 140.519288 212.413918
712 729 6 ELG 4078 256 0.576755 0.269370 175.657914 193.189044
713 730 6 LRG 6176 256 0.783173 0.208753 209.680623 158.116553
714 731 9 QSO 1578 256 0.176498 0.309131 195.290279 168.285766
